name	x	y	z
lipa20	0.0	0.0022	0.0024
lipa20	0.0	0.0021	0.0023
lipa20	0.0	0.0021	0.0023
lipa20	0.0	0.002	0.0022
lipa20	0.0	0.0019	0.002
lipa20	0.0	0.0018	0.0021
lipa20	0.0	0.0018	0.002
lipa20	0.0	0.0017	0.002
lipa20	0.0	0.0018	0.0019
lipa20	0.0	0.0017	0.0018
lipa20	0.0	0.0016	0.0018
lipa20	0.0	0.0016	0.0018
lipa20	0.0	0.0016	0.0017
lipa20	0.0	0.0015	0.0017
lipa20	0.0	0.0015	0.0016
lipa20	0.0	0.0014	0.0016
lipa20	0.0	0.0015	0.0016
lipa20	0.0	0.0013	0.0015
lipa20	0.0	0.0013	0.0015
lipa20	0.0	0.0013	0.0015
lipa20	0.0	0.0012	0.0015
lipa20	0.0	0.0014	0.0014
lipa20	0.0	0.0012	0.0014
lipa20	0.0	0.0012	0.0014
lipa20	0.0	0.001	0.0013
lipa20	0.0001	0.001	0.0013
lipa20	0.0	0.001	0.0012
lipa20	0.1408	0.3793	0.3478
lipa20	0.1189	0.3442	0.3165
lipa20	0.1025	0.3162	0.2893
lipa20	0.0888	0.29	0.2652
lipa20	0.0764	0.2676	0.2445
lipa20	0.0663	0.2469	0.2263
lipa20	0.0585	0.2297	0.2101
lipa20	0.052	0.2147	0.1962
lipa20	0.0455	0.1991	0.1816
lipa20	0.0409	0.187	0.1703
lipa20	0.0359	0.1753	0.1594
lipa20	0.0325	0.1644	0.1494
lipa20	0.0302	0.1551	0.1403
lipa20	0.0269	0.1462	0.1321
lipa20	0.0237	0.1383	0.1248
lipa20	0.0228	0.1348	0.1212
lipa20	0.0193	0.1211	0.1086
lipa20	0.0161	0.1095	0.0981
lipa20	0.0136	0.0996	0.0888
lipa20	0.0119	0.0909	0.0808
lipa20	0.0099	0.0835	0.0738
lipa20	0.0085	0.0766	0.0678
lipa20	0.0071	0.0709	0.0624
lipa20	0.0066	0.0653	0.0576
lipa20	0.0057	0.0606	0.0535
lipa20	0.0051	0.0565	0.0496
lipa20	0.0046	0.053	0.0462
lipa20	0.0039	0.0496	0.0431
lipa20	0.0037	0.0465	0.0402
lipa20	0.0031	0.0434	0.0378
lipa20	0.0025	0.0408	0.0355
lipa20	0.0022	0.0384	0.0333
lipa20	0.0017	0.0364	0.0315
lipa20	0.002	0.0344	0.0297
lipa20	0.002	0.032	0.0281
lipa20	0.0018	0.0311	0.0266
lipa20	0.0011	0.0289	0.0252
lipa20	0.0011	0.0279	0.0239
lipa20	0.0013	0.0265	0.0227
lipa20	0.001	0.0251	0.0217
lipa20	0.001	0.0242	0.0205
lipa20	0.0007	0.0227	0.0196
lipa20	0.0009	0.0221	0.0187
lipa20	0.0008	0.0212	0.0178
lipa20	0.0006	0.0203	0.0171
lipa20	0.0005	0.0193	0.0164
lipa20	0.0007	0.0186	0.0157
lipa20	0.0004	0.0178	0.015
lipa20	0.0007	0.0172	0.0144
lipa20	0.0001	0.0168	0.0138
lipa20	0.0004	0.016	0.0132
lipa20	0.0003	0.0153	0.0128
lipa20	0.0002	0.0143	0.0123
lipa20	0.0	0.0142	0.0118
lipa20	0.0	0.0137	0.0114
lipa20	0.0003	0.0135	0.011
lipa20	0.0004	0.0126	0.0107
lipa20	0.0001	0.0126	0.0103
lipa20	0.0	0.012	0.0099
lipa20	0.0002	0.0117	0.0095
lipa20	0.0	0.0114	0.0092
lipa20	0.0003	0.0109	0.0091
lipa20	0.0	0.0103	0.0087
lipa20	0.0	0.0103	0.0085
lipa20	0.0001	0.0102	0.0081
lipa20	0.0004	0.0097	0.0079
lipa20	0.0003	0.0099	0.0078
lipa20	0.0	0.0094	0.0076
lipa20	0.0002	0.009	0.0073
lipa20	0.0005	0.0088	0.0071
lipa20	0.0001	0.0088	0.0069
lipa20	0.0002	0.0088	0.0067
lipa20	0.0003	0.0085	0.0065
lipa20	0.0001	0.008	0.0064
lipa20	0.0004	0.0078	0.0061
lipa20	0.0	0.0078	0.0061
lipa20	0.0001	0.0075	0.0059
lipa20	0.0002	0.0075	0.0058
lipa20	0.0003	0.0072	0.0057
lipa20	0.0	0.0069	0.0055
lipa20	0.0001	0.007	0.0053
lipa20	0.0003	0.0064	0.0052
lipa20	0.0	0.0066	0.0051
lipa20	0.0004	0.0062	0.005
lipa20	0.0001	0.0063	0.0048
lipa20	0.0	0.006	0.0048
lipa20	0.0002	0.0062	0.0047
lipa20	0.0004	0.0059	0.0045
lipa20	0.0001	0.0056	0.0046
lipa20	0.0	0.0055	0.0044
lipa20	0.0	0.0054	0.0044
lipa20	0.0001	0.0051	0.0043
lipa20	0.0	0.0051	0.0041
lipa20	0.0	0.0051	0.0041
lipa20	0.1789	0.3004	0.3075
lipa20	0.1558	0.2731	0.2798
lipa20	0.1378	0.2514	0.2559
lipa20	0.1224	0.231	0.2346
lipa20	0.1085	0.2125	0.2162
lipa20	0.0971	0.1962	0.1999
lipa20	0.0882	0.1828	0.1857
lipa20	0.0797	0.1708	0.1733
lipa20	0.0724	0.1584	0.1604
lipa20	0.0664	0.1483	0.1506
lipa20	0.0608	0.1391	0.1411
lipa20	0.056	0.1308	0.1319
lipa20	0.052	0.1234	0.124
lipa20	0.0481	0.1159	0.1167
lipa20	0.0446	0.1099	0.1102
lipa20	0.0432	0.1068	0.107
lipa20	0.0378	0.0955	0.096
lipa20	0.0334	0.0862	0.0865
lipa20	0.0297	0.0783	0.0783
lipa20	0.0266	0.0712	0.0713
lipa20	0.0236	0.0651	0.0652
lipa20	0.0217	0.0597	0.0597
lipa20	0.0195	0.0551	0.0549
lipa20	0.0182	0.051	0.0506
lipa20	0.0165	0.0474	0.047
lipa20	0.0155	0.0438	0.0436
lipa20	0.0142	0.041	0.0405
lipa20	0.0131	0.0381	0.0378
lipa20	0.0121	0.0356	0.0355
lipa20	0.0114	0.0334	0.0332
lipa20	0.0105	0.0313	0.0311
lipa20	0.0103	0.0294	0.0292
lipa20	0.0095	0.028	0.0276
lipa20	0.0091	0.0262	0.026
lipa20	0.0086	0.0248	0.0245
lipa20	0.0081	0.0235	0.0232
lipa20	0.0075	0.0224	0.022
lipa20	0.0071	0.0208	0.0208
lipa20	0.0065	0.0202	0.0199
lipa20	0.0065	0.0189	0.0189
lipa20	0.006	0.018	0.018
lipa20	0.0057	0.0171	0.0172
lipa20	0.0055	0.0165	0.0163
lipa20	0.0054	0.0156	0.0156
lipa20	0.0051	0.0151	0.0148
lipa20	0.0048	0.0145	0.0142
lipa20	0.0047	0.0139	0.0136
lipa20	0.0044	0.0132	0.0131
lipa20	0.0041	0.0128	0.0125
lipa20	0.004	0.0121	0.012
lipa20	0.0039	0.0118	0.0116
lipa20	0.0037	0.0114	0.0112
lipa20	0.0036	0.0109	0.0107
lipa20	0.0037	0.0104	0.0103
lipa20	0.0034	0.0103	0.0099
lipa20	0.0035	0.0097	0.0096
lipa20	0.0032	0.0094	0.0092
lipa20	0.0032	0.0092	0.0089
lipa20	0.0031	0.0089	0.0086
lipa20	0.0028	0.0084	0.0083
lipa20	0.003	0.0082	0.008
lipa20	0.0028	0.0078	0.0078
lipa20	0.0026	0.0077	0.0076
lipa20	0.0025	0.0074	0.0074
lipa20	0.0024	0.0074	0.0071
lipa20	0.0023	0.0071	0.0068
lipa20	0.0025	0.007	0.0066
lipa20	0.0023	0.0068	0.0064
lipa20	0.0022	0.0066	0.0063
lipa20	0.0022	0.0065	0.0061
lipa20	0.0025	0.0064	0.0059
lipa20	0.0021	0.0061	0.0058
lipa20	0.0021	0.006	0.0057
lipa20	0.0021	0.006	0.0055
lipa20	0.0021	0.0056	0.0053
lipa20	0.0021	0.0058	0.0052
lipa20	0.0021	0.0053	0.0051
lipa20	0.0021	0.0055	0.005
lipa20	0.0019	0.0052	0.0048
lipa20	0.002	0.0053	0.0047
lipa20	0.0018	0.0049	0.0046
lipa20	0.0014	0.005	0.0045
lipa20	0.0019	0.0046	0.0044
lipa20	0.0014	0.0045	0.0043
lipa20	0.0017	0.0046	0.0042
lipa20	0.0013	0.0043	0.0042
lipa20	0.0015	0.0042	0.0041
lipa20	0.0013	0.0043	0.0039
lipa20	0.0015	0.0043	0.0038
lipa20	0.0013	0.0039	0.0038
lipa20	0.0012	0.0039	0.0037
lipa20	0.0015	0.0039	0.0036
lipa20	0.0013	0.0036	0.0036
lipa20	0.0011	0.0036	0.0035
lipa20	0.5586	1.3224	1.6373
lipa20	0.469	1.1969	1.4853
lipa20	0.4008	1.0946	1.357
lipa20	0.3441	1.0045	1.2432
lipa20	0.2987	0.9276	1.1445
lipa20	0.2562	0.8517	1.0573
lipa20	0.2273	0.7942	0.9813
lipa20	0.1991	0.7424	0.9162
lipa20	0.1751	0.6915	0.8496
lipa20	0.1546	0.6468	0.797
lipa20	0.1443	0.6108	0.7461
lipa20	0.1308	0.5734	0.6984
lipa20	0.1168	0.5425	0.6581
lipa20	0.1085	0.5116	0.6193
lipa20	0.1002	0.4835	0.5854
lipa20	0.0953	0.4709	0.569
lipa20	0.0811	0.426	0.5106
lipa20	0.0696	0.3849	0.4612
lipa20	0.0635	0.3519	0.4181
lipa20	0.0563	0.3217	0.3812
lipa20	0.0522	0.2961	0.3494
lipa20	0.0465	0.273	0.321
lipa20	0.0426	0.2544	0.2959
lipa20	0.0383	0.2355	0.2736
lipa20	0.0371	0.2202	0.254
lipa20	0.0331	0.2044	0.2365
lipa20	0.0326	0.1915	0.2203
lipa20	0.0288	0.1803	0.2063
lipa20	0.0287	0.1697	0.193
lipa20	0.0267	0.1576	0.1811
lipa20	0.0247	0.1508	0.1709
lipa20	0.0235	0.1428	0.1607
lipa20	0.0234	0.1341	0.1516
lipa20	0.0223	0.1278	0.1428
lipa20	0.021	0.1214	0.1355
lipa20	0.0213	0.1162	0.1285
lipa20	0.0198	0.1095	0.1217
lipa20	0.019	0.106	0.1159
lipa20	0.0192	0.1003	0.1101
lipa20	0.0162	0.0964	0.1055
lipa20	0.017	0.0915	0.1002
lipa20	0.0167	0.0867	0.0956
lipa20	0.0177	0.0852	0.0915
lipa20	0.016	0.0801	0.0872
lipa20	0.0165	0.0779	0.0838
lipa20	0.0151	0.0752	0.0802
lipa20	0.0142	0.0731	0.0772
lipa20	0.0151	0.0693	0.0738
lipa20	0.0134	0.0666	0.0709
lipa20	0.0115	0.0635	0.069
lipa20	0.0142	0.0621	0.0656
lipa20	0.0118	0.0591	0.0636
lipa20	0.0131	0.0584	0.061
lipa20	0.011	0.0555	0.0594
lipa20	0.0122	0.0536	0.0571
lipa20	0.0109	0.0536	0.0546
lipa20	0.0123	0.0505	0.053
lipa20	0.0097	0.0503	0.0514
lipa20	0.0117	0.0464	0.0491
lipa20	0.0095	0.0468	0.0479
lipa20	0.0093	0.0446	0.0465
lipa20	0.0093	0.0444	0.0455
lipa20	0.0096	0.0433	0.0437
lipa20	0.0111	0.0414	0.0426
lipa20	0.0098	0.0414	0.0414
lipa20	0.0105	0.0398	0.0397
lipa20	0.0095	0.0382	0.0392
lipa20	0.0089	0.039	0.0379
lipa20	0.0092	0.0368	0.0369
lipa20	0.0076	0.0375	0.0359
lipa20	0.0083	0.0349	0.0352
lipa20	0.0087	0.0338	0.034
lipa20	0.0093	0.0349	0.0331
lipa20	0.0082	0.0313	0.0322
lipa20	0.0091	0.0326	0.0314
lipa20	0.0082	0.0304	0.0311
lipa20	0.0072	0.0301	0.0303
lipa20	0.007	0.0314	0.0294
lipa20	0.0077	0.0294	0.0287
lipa20	0.0056	0.0276	0.0286
lipa20	0.0071	0.0263	0.027
lipa20	0.007	0.0271	0.0264
lipa20	0.0057	0.0265	0.0263
lipa20	0.0062	0.0257	0.0258
lipa20	0.0085	0.0258	0.0249
lipa20	0.0074	0.0245	0.0246
lipa20	0.0057	0.0248	0.0242
lipa20	0.0066	0.0237	0.0233
lipa20	0.0078	0.0224	0.0227
lipa20	0.0053	0.0221	0.0223
lipa20	0.0045	0.0212	0.022
lipa20	0.0044	0.0223	0.0217
lipa20	0.0056	0.0217	0.021
lipa20	0.0047	0.0212	0.0203
lipa20	0.0717	0.2513	0.2672
lipa20	0.0594	0.2288	0.2429
lipa20	0.0509	0.2094	0.2225
lipa20	0.0422	0.192	0.2044
lipa20	0.0348	0.1769	0.1882
lipa20	0.0298	0.1637	0.1739
lipa20	0.0256	0.152	0.1615
lipa20	0.0215	0.1418	0.1509
lipa20	0.018	0.1311	0.1398
lipa20	0.0152	0.123	0.1312
lipa20	0.013	0.115	0.123
lipa20	0.011	0.1076	0.1151
lipa20	0.0094	0.1012	0.1082
lipa20	0.0079	0.0951	0.1019
lipa20	0.0066	0.0898	0.0963
lipa20	0.0063	0.0871	0.0935
lipa20	0.0048	0.0778	0.0837
lipa20	0.0028	0.0702	0.0757
lipa20	0.0017	0.0635	0.0684
lipa20	0.0004	0.0577	0.0622
lipa20	0.0001	0.0526	0.057
lipa20	0.0	0.0481	0.052
lipa20	0.0	0.0442	0.0479
lipa20	0.0001	0.0407	0.0439
lipa20	0.0	0.0375	0.0411
lipa20	0.0	0.0349	0.038
lipa20	0.0	0.0323	0.0351
lipa20	0.0	0.0301	0.033
lipa20	0.0001	0.0279	0.0305
lipa20	0.0001	0.0261	0.0286
lipa20	0.0	0.0246	0.0271
lipa20	0.0	0.0232	0.0253
lipa20	0.0	0.0217	0.024
lipa20	0.0	0.0204	0.0224
lipa20	0.0	0.0193	0.0212
lipa20	0.0	0.0182	0.0201
lipa20	0.0	0.0172	0.019
lipa20	0.0	0.0162	0.0181
lipa20	0.0	0.0154	0.0171
lipa20	0.0	0.0147	0.0164
lipa20	0.0	0.0139	0.0156
lipa20	0.0	0.0133	0.0146
lipa20	0.0	0.0127	0.0143
lipa20	0.0	0.0121	0.0133
lipa20	0.0	0.0115	0.0129
lipa20	0.0	0.011	0.0122
lipa20	0.0	0.0105	0.0119
lipa20	0.0	0.01	0.0112
lipa20	0.0001	0.0096	0.0107
lipa20	0.0	0.0092	0.0103
lipa20	0.0001	0.0088	0.0101
lipa20	0.0002	0.0085	0.0097
lipa20	0.0001	0.0082	0.0092
lipa20	0.0001	0.0079	0.0088
lipa20	0.0	0.0076	0.0085
lipa20	0.0	0.0074	0.0083
lipa20	0.0	0.0071	0.008
lipa20	0.0	0.0069	0.0076
lipa20	0.0	0.0065	0.0075
lipa20	0.0	0.0062	0.0073
lipa20	0.0001	0.006	0.007
lipa20	0.0	0.0059	0.0067
lipa20	0.0	0.0057	0.0066
lipa20	0.0	0.0055	0.0064
lipa20	0.0	0.0055	0.0062
lipa20	0.0	0.0053	0.0059
lipa20	0.0	0.0051	0.0059
lipa20	0.0002	0.0049	0.0056
lipa20	0.0	0.0048	0.0056
lipa20	0.0	0.0047	0.0055
lipa20	0.0001	0.0044	0.0053
lipa20	0.0001	0.0044	0.005
lipa20	0.0	0.0042	0.005
lipa20	0.0	0.0041	0.0049
lipa20	0.0	0.0041	0.0048
lipa20	0.0	0.004	0.0046
lipa20	0.0	0.004	0.0045
lipa20	0.0	0.0037	0.0045
lipa20	0.0	0.0036	0.0044
lipa20	0.0	0.0036	0.004
lipa20	0.0	0.0035	0.0041
lipa20	0.0	0.0033	0.0041
lipa20	0.0	0.0033	0.0039
lipa20	0.0	0.0033	0.0038
lipa20	0.0	0.0031	0.0036
lipa20	0.0	0.0031	0.0038
lipa20	0.0	0.0031	0.0034
lipa20	0.0	0.003	0.0035
lipa20	0.0001	0.0029	0.0033
lipa20	0.0001	0.0029	0.0033
lipa20	0.0	0.0028	0.0034
lipa20	0.0001	0.0027	0.0031
lipa20	0.0001	0.0026	0.0032
lipa20	0.0	0.0026	0.003
metak	0.0992	0.0928	0.0521
metak	0.0905	0.0845	0.0467
metak	0.0834	0.0779	0.0423
metak	0.0771	0.0721	0.0383
metak	0.0716	0.0669	0.0349
metak	0.0669	0.0625	0.0319
metak	0.0629	0.0588	0.0294
metak	0.0594	0.0556	0.0272
metak	0.0559	0.0522	0.025
metak	0.0532	0.0498	0.0232
metak	0.0507	0.0475	0.0216
metak	0.0484	0.0454	0.0202
metak	0.0465	0.0436	0.0189
metak	0.0447	0.0419	0.0178
metak	0.0432	0.0404	0.0168
metak	0.0424	0.0397	0.0163
metak	0.0399	0.0375	0.0147
metak	0.0379	0.0356	0.0134
metak	0.0363	0.0341	0.0124
metak	0.0349	0.0328	0.0116
metak	0.0338	0.0317	0.0109
metak	0.0328	0.0309	0.0103
metak	0.032	0.0301	0.0098
metak	0.0313	0.0294	0.0094
metak	0.0307	0.0289	0.009
metak	0.0301	0.0284	0.0087
metak	0.0297	0.0279	0.0085
metak	0.0292	0.0275	0.0083
metak	0.0288	0.027	0.0081
metak	0.0283	0.0267	0.0078
metak	0.028	0.0264	0.0077
metak	0.0277	0.0261	0.0076
metak	0.0273	0.0257	0.0074
metak	0.027	0.0255	0.0073
metak	0.0267	0.0252	0.0072
metak	0.0264	0.0249	0.0071
metak	0.0262	0.0247	0.007
metak	0.0259	0.0244	0.0069
metak	0.0256	0.0242	0.0068
metak	0.0254	0.0239	0.0067
metak	0.0251	0.0237	0.0066
metak	0.0249	0.0234	0.0066
metak	0.0247	0.0233	0.0065
metak	0.0244	0.023	0.0064
metak	0.0242	0.0229	0.0063
metak	0.024	0.0226	0.0062
metak	0.0238	0.0225	0.0062
metak	0.0235	0.0222	0.0061
metak	0.0234	0.0221	0.0061
metak	0.0231	0.0218	0.006
metak	0.023	0.0217	0.006
metak	0.0227	0.0215	0.0059
metak	0.0226	0.0213	0.0059
metak	0.0223	0.0211	0.0058
metak	0.0222	0.0209	0.0057
metak	0.022	0.0208	0.0057
metak	0.0218	0.0206	0.0057
metak	0.0216	0.0204	0.0056
metak	0.0214	0.0203	0.0056
metak	0.0213	0.02	0.0055
metak	0.0211	0.0199	0.0055
metak	0.021	0.0198	0.0054
metak	0.0207	0.0196	0.0054
metak	0.0206	0.0194	0.0054
metak	0.0204	0.0192	0.0053
metak	0.0203	0.0192	0.0053
metak	0.0201	0.0189	0.0052
metak	0.0199	0.0188	0.0052
metak	0.0198	0.0186	0.0052
metak	0.0196	0.0185	0.0052
metak	0.0195	0.0183	0.0051
metak	0.0193	0.0183	0.0051
metak	0.0192	0.0181	0.0051
metak	0.019	0.0179	0.005
metak	0.0189	0.0178	0.005
metak	0.0187	0.0177	0.005
metak	0.0186	0.0176	0.0049
metak	0.0184	0.0174	0.0049
metak	0.0183	0.0173	0.0049
metak	0.0181	0.0172	0.0049
metak	0.018	0.017	0.0048
metak	0.0179	0.0169	0.0048
metak	0.0178	0.0168	0.0048
metak	0.0176	0.0166	0.0048
metak	0.0175	0.0165	0.0047
metak	0.0173	0.0164	0.0047
metak	0.0172	0.0163	0.0047
metak	0.0171	0.0161	0.0047
metak	0.017	0.016	0.0046
metak	0.0168	0.0159	0.0046
metak	0.0168	0.0158	0.0046
metak	0.0166	0.0157	0.0045
metak	0.0165	0.0156	0.0045
metak	0.0164	0.0155	0.0045
metak	0.1347	0.1244	0.0605
metak	0.1227	0.1134	0.0543
metak	0.113	0.1044	0.049
metak	0.1043	0.0965	0.0444
metak	0.0969	0.0896	0.0404
metak	0.0904	0.0836	0.037
metak	0.0849	0.0785	0.034
metak	0.0802	0.0742	0.0314
metak	0.0754	0.0696	0.0288
metak	0.0717	0.0665	0.0268
metak	0.0684	0.0634	0.025
metak	0.0652	0.0606	0.0232
metak	0.0626	0.0581	0.0218
metak	0.0601	0.0559	0.0205
metak	0.0581	0.054	0.0193
metak	0.057	0.053	0.0187
metak	0.0537	0.0498	0.0169
metak	0.0508	0.0473	0.0154
metak	0.0487	0.0453	0.0142
metak	0.0467	0.0436	0.0132
metak	0.0452	0.0421	0.0124
metak	0.0438	0.0409	0.0117
metak	0.0426	0.0399	0.0112
metak	0.0416	0.039	0.0107
metak	0.0408	0.0381	0.0103
metak	0.0399	0.0375	0.0099
metak	0.0392	0.0368	0.0097
metak	0.0386	0.0363	0.0094
metak	0.038	0.0357	0.0091
metak	0.0375	0.0353	0.009
metak	0.0369	0.0348	0.0088
metak	0.0365	0.0344	0.0086
metak	0.036	0.0339	0.0084
metak	0.0356	0.0336	0.0083
metak	0.0351	0.0332	0.0082
metak	0.0347	0.0329	0.008
metak	0.0344	0.0325	0.0079
metak	0.034	0.0322	0.0078
metak	0.0336	0.0319	0.0077
metak	0.0332	0.0315	0.0076
metak	0.0329	0.0313	0.0075
metak	0.0325	0.0309	0.0074
metak	0.0323	0.0306	0.0074
metak	0.0319	0.0304	0.0073
metak	0.0316	0.0301	0.0072
metak	0.0313	0.0298	0.0071
metak	0.031	0.0295	0.0071
metak	0.0307	0.0293	0.007
metak	0.0305	0.029	0.0069
metak	0.0302	0.0288	0.0069
metak	0.0299	0.0285	0.0068
metak	0.0296	0.0283	0.0067
metak	0.0294	0.028	0.0067
metak	0.0291	0.0278	0.0066
metak	0.0289	0.0276	0.0066
metak	0.0286	0.0273	0.0065
metak	0.0283	0.0271	0.0065
metak	0.0281	0.0269	0.0064
metak	0.0279	0.0266	0.0064
metak	0.0276	0.0264	0.0063
metak	0.0274	0.0262	0.0063
metak	0.0271	0.026	0.0062
metak	0.0269	0.0258	0.0062
metak	0.0267	0.0256	0.0061
metak	0.0265	0.0253	0.0061
metak	0.0262	0.0252	0.0061
metak	0.026	0.025	0.006
metak	0.0258	0.0248	0.006
metak	0.0256	0.0246	0.0059
metak	0.0255	0.0244	0.0059
metak	0.0252	0.0242	0.0059
metak	0.025	0.024	0.0058
metak	0.0248	0.0239	0.0058
metak	0.0247	0.0236	0.0058
metak	0.0244	0.0235	0.0057
metak	0.0242	0.0233	0.0057
metak	0.024	0.0231	0.0057
metak	0.0239	0.0229	0.0056
metak	0.0237	0.0228	0.0056
metak	0.0235	0.0226	0.0056
metak	0.0234	0.0224	0.0055
metak	0.0232	0.0223	0.0055
metak	0.023	0.0221	0.0055
metak	0.0228	0.0219	0.0054
metak	0.0226	0.0218	0.0054
metak	0.0225	0.0216	0.0054
metak	0.0223	0.0215	0.0054
metak	0.0221	0.0213	0.0053
metak	0.022	0.0211	0.0053
metak	0.0218	0.021	0.0053
metak	0.0217	0.0208	0.0053
metak	0.0215	0.0207	0.0052
metak	0.0213	0.0205	0.0052
metak	0.0212	0.0204	0.0052
metak	0.0957	0.052	0.1165
metak	0.0874	0.0466	0.1063
metak	0.0807	0.0421	0.0979
metak	0.0748	0.0381	0.0904
metak	0.0696	0.0346	0.0841
metak	0.0651	0.0317	0.0785
metak	0.0612	0.0291	0.0738
metak	0.0581	0.0268	0.0698
metak	0.0546	0.0246	0.0656
metak	0.0521	0.0229	0.0625
metak	0.0498	0.0212	0.0596
metak	0.0477	0.0198	0.0568
metak	0.0459	0.0185	0.0545
metak	0.0441	0.0174	0.0524
metak	0.0428	0.0164	0.0506
metak	0.0421	0.0159	0.0496
metak	0.0398	0.0143	0.0467
metak	0.038	0.0131	0.0443
metak	0.0365	0.0121	0.0425
metak	0.0352	0.0112	0.0409
metak	0.0342	0.0106	0.0396
metak	0.0334	0.01	0.0384
metak	0.0327	0.0096	0.0375
metak	0.0321	0.0092	0.0367
metak	0.0315	0.0089	0.036
metak	0.0311	0.0086	0.0352
metak	0.0306	0.0083	0.0347
metak	0.0302	0.0082	0.0342
metak	0.0299	0.008	0.0337
metak	0.0296	0.0078	0.0332
metak	0.0292	0.0077	0.0329
metak	0.029	0.0075	0.0325
metak	0.0286	0.0074	0.0321
metak	0.0284	0.0073	0.0317
metak	0.0281	0.0072	0.0314
metak	0.0279	0.0071	0.0311
metak	0.0276	0.007	0.0308
metak	0.0274	0.007	0.0304
metak	0.0271	0.0069	0.0302
metak	0.0269	0.0068	0.0299
metak	0.0267	0.0068	0.0296
metak	0.0265	0.0067	0.0293
metak	0.0262	0.0066	0.029
metak	0.026	0.0065	0.0288
metak	0.0258	0.0065	0.0285
metak	0.0256	0.0064	0.0282
metak	0.0254	0.0064	0.028
metak	0.0252	0.0063	0.0278
metak	0.025	0.0063	0.0275
metak	0.0247	0.0062	0.0273
metak	0.0246	0.0062	0.027
metak	0.0244	0.0061	0.0269
metak	0.0242	0.0061	0.0266
metak	0.0239	0.006	0.0263
metak	0.0238	0.006	0.0262
metak	0.0236	0.006	0.0259
metak	0.0234	0.0059	0.0257
metak	0.0232	0.0059	0.0255
metak	0.0231	0.0058	0.0253
metak	0.0229	0.0058	0.0251
metak	0.0227	0.0058	0.0249
metak	0.0225	0.0057	0.0247
metak	0.0224	0.0057	0.0245
metak	0.0222	0.0056	0.0243
metak	0.022	0.0056	0.0241
metak	0.0218	0.0056	0.0239
metak	0.0216	0.0055	0.0238
metak	0.0215	0.0055	0.0234
metak	0.0214	0.0055	0.0234
metak	0.0212	0.0054	0.0232
metak	0.021	0.0054	0.023
metak	0.0209	0.0054	0.0228
metak	0.0207	0.0054	0.0226
metak	0.0206	0.0053	0.0224
metak	0.0204	0.0053	0.0223
metak	0.0203	0.0053	0.0221
metak	0.0201	0.0052	0.0219
metak	0.0199	0.0052	0.0218
metak	0.0198	0.0052	0.0216
metak	0.0197	0.0052	0.0214
metak	0.0195	0.0051	0.0212
metak	0.0194	0.0051	0.0212
metak	0.0193	0.0051	0.0209
metak	0.0191	0.0051	0.0208
metak	0.019	0.005	0.0206
metak	0.0188	0.005	0.0205
metak	0.0187	0.005	0.0203
metak	0.0185	0.005	0.0202
metak	0.0184	0.0049	0.0201
metak	0.0183	0.0049	0.0199
metak	0.0182	0.0049	0.0198
metak	0.018	0.0049	0.0196
metak	0.0179	0.0049	0.0195
metak	0.0178	0.0048	0.0194
metak	0.114	0.0687	0.1308
metak	0.1039	0.0617	0.1191
metak	0.0957	0.0558	0.1094
metak	0.0885	0.0505	0.101
metak	0.0822	0.046	0.0937
metak	0.0767	0.0421	0.0873
metak	0.0721	0.0388	0.0819
metak	0.0683	0.0358	0.0773
metak	0.0641	0.0329	0.0726
metak	0.0611	0.0307	0.0691
metak	0.0582	0.0286	0.0658
metak	0.0556	0.0267	0.0628
metak	0.0534	0.025	0.0602
metak	0.0513	0.0235	0.0579
metak	0.0496	0.0222	0.0559
metak	0.0487	0.0216	0.0549
metak	0.0458	0.0195	0.0515
metak	0.0435	0.0178	0.0487
metak	0.0416	0.0164	0.0465
metak	0.0401	0.0153	0.0445
metak	0.0387	0.0143	0.0429
metak	0.0377	0.0135	0.0416
metak	0.0367	0.0128	0.0405
metak	0.0359	0.0123	0.0395
metak	0.0352	0.0118	0.0386
metak	0.0345	0.0113	0.0378
metak	0.0339	0.011	0.0372
metak	0.0334	0.0106	0.0366
metak	0.0329	0.0103	0.0361
metak	0.0325	0.0101	0.0355
metak	0.032	0.0098	0.035
metak	0.0316	0.0097	0.0345
metak	0.0312	0.0094	0.0341
metak	0.0309	0.0093	0.0337
metak	0.0305	0.0091	0.0333
metak	0.0302	0.0089	0.0329
metak	0.0299	0.0088	0.0325
metak	0.0295	0.0087	0.0323
metak	0.0293	0.0085	0.0318
metak	0.0289	0.0084	0.0315
metak	0.0286	0.0083	0.0312
metak	0.0284	0.0081	0.0309
metak	0.0281	0.0081	0.0305
metak	0.0278	0.008	0.0303
metak	0.0276	0.0078	0.03
metak	0.0274	0.0077	0.0297
metak	0.0271	0.0077	0.0294
metak	0.0268	0.0076	0.0291
metak	0.0266	0.0075	0.0289
metak	0.0264	0.0074	0.0286
metak	0.0261	0.0073	0.0284
metak	0.0259	0.0073	0.0281
metak	0.0256	0.0072	0.0278
metak	0.0254	0.0071	0.0276
metak	0.0252	0.0071	0.0274
metak	0.025	0.007	0.0271
metak	0.0248	0.0069	0.0268
metak	0.0246	0.0069	0.0267
metak	0.0244	0.0068	0.0264
metak	0.0242	0.0067	0.0262
metak	0.0239	0.0067	0.026
metak	0.0238	0.0066	0.0257
metak	0.0235	0.0066	0.0255
