name	x	y	z
cepPiva	0.0337	0.0502	0.0652
cepPiva	0.03	0.0455	0.0591
cepPiva	0.0268	0.0414	0.0537
cepPiva	0.0241	0.038	0.0488
cepPiva	0.0218	0.0348	0.0443
cepPiva	0.0195	0.0321	0.0403
cepPiva	0.0177	0.0296	0.0366
cepPiva	0.016	0.0271	0.0333
cepPiva	0.0145	0.0252	0.0303
cepPiva	0.0133	0.0234	0.0276
cepPiva	0.012	0.0219	0.0251
cepPiva	0.011	0.0201	0.0229
cepPiva	0.01	0.0187	0.0209
cepPiva	0.0092	0.0177	0.019
cepPiva	0.0084	0.0164	0.0174
cepPiva	0.0079	0.0156	0.0159
cepPiva	0.0071	0.0146	0.0145
cepPiva	0.0066	0.0139	0.0133
cepPiva	0.0063	0.0129	0.0121
cepPiva	0.0059	0.0125	0.0111
cepPiva	0.0054	0.0116	0.0102
cepPiva	0.0052	0.0111	0.0093
cepPiva	0.0048	0.0105	0.0086
cepPiva	0.0045	0.0101	0.0079
cepPiva	0.0043	0.0096	0.0072
cepPiva	0.0038	0.0091	0.0066
cepPiva	0.0037	0.0087	0.0061
cepPiva	0.0036	0.0085	0.0056
cepPiva	0.0033	0.0081	0.0052
cepPiva	0.0033	0.0077	0.0048
cepPiva	0.0032	0.0075	0.0045
cepPiva	0.003	0.0073	0.0041
cepPiva	0.0029	0.007	0.0038
cepPiva	0.0026	0.0067	0.0036
cepPiva	0.0024	0.0064	0.0033
cepPiva	0.0024	0.0062	0.0031
cepPiva	0.0023	0.0062	0.0028
cepPiva	0.0021	0.006	0.0026
cepPiva	0.0021	0.0056	0.0025
cepPiva	0.002	0.0056	0.0023
cepPiva	0.0021	0.0054	0.0022
cepPiva	0.0019	0.0053	0.002
cepPiva	0.0018	0.0051	0.0018
cepPiva	0.0017	0.0049	0.0018
cepPiva	0.0017	0.0048	0.0016
cepPiva	0.0017	0.0046	0.0016
cepPiva	0.0014	0.0045	0.0015
cepPiva	0.0016	0.0043	0.0014
cepPiva	0.0015	0.0044	0.0013
cepPiva	0.0016	0.0042	0.0013
cepPiva	0.0015	0.004	0.0012
cepPiva	0.0014	0.004	0.0012
cepPiva	0.0015	0.0039	0.001
cepPiva	0.0013	0.0038	0.001
cepPiva	0.0014	0.0036	0.001
cepPiva	0.0013	0.0036	0.001
cepPiva	0.0013	0.0034	0.0009
cepPiva	0.0011	0.0035	0.0009
cepPiva	0.0011	0.0034	0.0008
cepPiva	0.0012	0.0033	0.0008
cepPiva	0.0012	0.0032	0.0008
cepPiva	0.0011	0.0031	0.0008
cepPiva	0.001	0.0032	0.0007
cepPiva	0.0011	0.0028	0.0008
cepPiva	0.0011	0.0028	0.0007
cepPiva	0.001	0.0029	0.0007
cepPiva	0.0011	0.0031	0.0006
cepPiva	0.0011	0.0028	0.0006
cepPiva	0.6603	0.5424	0.6088
cepPiva	0.5734	0.4934	0.5344
cepPiva	0.501	0.4528	0.4707
cepPiva	0.4375	0.4166	0.4156
cepPiva	0.3839	0.3856	0.3679
cepPiva	0.3374	0.3577	0.3264
cepPiva	0.2982	0.334	0.2906
cepPiva	0.2641	0.3129	0.2594
cepPiva	0.2327	0.2911	0.2301
cepPiva	0.2069	0.2735	0.2063
cepPiva	0.185	0.257	0.1848
cepPiva	0.1645	0.241	0.1656
cepPiva	0.1476	0.227	0.149
cepPiva	0.1323	0.2135	0.134
cepPiva	0.1194	0.2015	0.1213
cepPiva	0.1134	0.1954	0.1152
cepPiva	0.0932	0.1741	0.0947
cepPiva	0.0769	0.1557	0.0785
cepPiva	0.0643	0.1393	0.0656
cepPiva	0.0543	0.1247	0.0552
cepPiva	0.046	0.1118	0.0467
cepPiva	0.0394	0.1002	0.0397
cepPiva	0.0341	0.0899	0.034
cepPiva	0.0293	0.081	0.0293
cepPiva	0.0257	0.0726	0.0252
cepPiva	0.0224	0.0651	0.0219
cepPiva	0.0197	0.0584	0.0191
cepPiva	0.0173	0.0525	0.0166
cepPiva	0.0155	0.0472	0.0145
cepPiva	0.0137	0.0425	0.0128
cepPiva	0.0121	0.038	0.0113
cepPiva	0.0109	0.0342	0.0099
cepPiva	0.0097	0.0308	0.0088
cepPiva	0.0088	0.0275	0.0078
cepPiva	0.008	0.0246	0.0069
cepPiva	0.0073	0.0221	0.0061
cepPiva	0.0065	0.0198	0.0055
cepPiva	0.0059	0.0177	0.0049
cepPiva	0.0054	0.0158	0.0044
cepPiva	0.0049	0.0141	0.0039
cepPiva	0.0046	0.0125	0.0036
cepPiva	0.0043	0.0113	0.0032
cepPiva	0.0039	0.0099	0.0029
cepPiva	0.0036	0.0089	0.0026
cepPiva	0.0034	0.0078	0.0024
cepPiva	0.0032	0.0069	0.0022
cepPiva	0.003	0.0062	0.0019
cepPiva	0.0028	0.0054	0.0018
cepPiva	0.0026	0.0049	0.0016
cepPiva	0.0025	0.0041	0.0015
cepPiva	0.0023	0.0036	0.0014
cepPiva	0.0021	0.0031	0.0013
cepPiva	0.002	0.0027	0.0012
cepPiva	0.0021	0.0024	0.0011
cepPiva	0.0019	0.0021	0.001
cepPiva	0.0018	0.0017	0.0009
cepPiva	0.0018	0.0014	0.0008
cepPiva	0.0017	0.0013	0.0008
cepPiva	0.0017	0.0011	0.0008
cepPiva	0.0015	0.0008	0.0007
cepPiva	0.0015	0.0006	0.0007
cepPiva	0.0014	0.0005	0.0006
cepPiva	0.0016	0.0004	0.0005
cepPiva	0.0013	0.0003	0.0006
cepPiva	0.0014	0.0002	0.0005
cepPiva	0.0012	0.0002	0.0005
cepPiva	0.0012	0.0	0.0005
cepPiva	0.0013	0.0	0.0004
cepPiva	0.0012	0.0	0.0004
cepPiva	0.0011	0.0	0.0004
cepPiva	0.0011	0.0	0.0004
cepPiva	0.0011	0.0	0.0003
cepPiva	0.0009	0.0	0.0003
cepPiva	0.0009	0.0	0.0003
cepPiva	0.001	0.0	0.0003
cepPiva	0.001	0.0	0.0003
cepPiva	0.0005	0.0003	0.0002
cepPiva	0.0009	0.0	0.0002
cepPiva	0.0009	0.0	0.0002
cepPiva	0.0005	0.0003	0.0002
cepPiva	0.0009	0.0	0.0002
cepPiva	0.0009	0.0	0.0002
cepPiva	0.0007	0.0	0.0002
cepPiva	0.0008	0.0	0.0002
cepPiva	0.0004	0.0003	0.0001
cepPiva	0.0008	0.0	0.0001
cepPiva	0.0008	0.0	0.0002
cepPiva	0.0008	0.0	0.0002
cepPiva	0.0007	0.0	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0008	0.0	0.0002
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0002
cepPiva	0.0008	0.0	0.0001
cepPiva	0.8206	0.7209	0.8092
cepPiva	0.7124	0.6564	0.7101
cepPiva	0.6214	0.6032	0.6253
cepPiva	0.5419	0.5563	0.5523
cepPiva	0.4743	0.5156	0.4891
cepPiva	0.4162	0.4787	0.4342
cepPiva	0.3673	0.4473	0.3867
cepPiva	0.3243	0.4194	0.3452
cepPiva	0.285	0.3907	0.3064
cepPiva	0.2526	0.3676	0.2749
cepPiva	0.2249	0.346	0.2463
cepPiva	0.1992	0.3248	0.2207
cepPiva	0.1787	0.3066	0.1986
cepPiva	0.1594	0.2885	0.1789
cepPiva	0.143	0.2726	0.1619
cepPiva	0.1358	0.2646	0.1539
cepPiva	0.1106	0.2364	0.1267
cepPiva	0.0909	0.2118	0.1053
cepPiva	0.0749	0.1902	0.0881
cepPiva	0.0625	0.1707	0.0742
cepPiva	0.0526	0.1535	0.0628
cepPiva	0.0445	0.1381	0.0535
cepPiva	0.0378	0.1243	0.0459
cepPiva	0.0323	0.1122	0.0395
cepPiva	0.0277	0.1011	0.0341
cepPiva	0.0238	0.0908	0.0296
cepPiva	0.0207	0.0818	0.0258
cepPiva	0.0178	0.0738	0.0226
cepPiva	0.0154	0.0666	0.0198
cepPiva	0.0134	0.0602	0.0174
cepPiva	0.0118	0.0545	0.0154
cepPiva	0.0102	0.0489	0.0135
cepPiva	0.009	0.0445	0.012
cepPiva	0.0079	0.04	0.0107
cepPiva	0.0068	0.036	0.0095
cepPiva	0.006	0.0326	0.0085
cepPiva	0.0052	0.0296	0.0076
cepPiva	0.0046	0.0268	0.0068
cepPiva	0.004	0.024	0.0061
cepPiva	0.0035	0.0216	0.0055
cepPiva	0.0031	0.0196	0.0049
cepPiva	0.0028	0.0177	0.0045
cepPiva	0.0025	0.016	0.004
cepPiva	0.0021	0.0142	0.0036
cepPiva	0.0019	0.0131	0.0033
cepPiva	0.0016	0.0117	0.003
cepPiva	0.0013	0.0105	0.0027
cepPiva	0.0012	0.0094	0.0025
cepPiva	0.001	0.0086	0.0023
cepPiva	0.0009	0.0077	0.0021
cepPiva	0.001	0.0069	0.002
cepPiva	0.0009	0.0063	0.0018
cepPiva	0.0008	0.0058	0.0017
cepPiva	0.0006	0.0051	0.0016
cepPiva	0.0005	0.0046	0.0014
cepPiva	0.0005	0.0042	0.0013
cepPiva	0.0004	0.0038	0.0013
cepPiva	0.0003	0.0033	0.0012
cepPiva	0.0003	0.0031	0.0011
cepPiva	0.0005	0.0029	0.0011
cepPiva	0.0003	0.0026	0.001
cepPiva	0.0002	0.0022	0.0009
cepPiva	0.0002	0.0021	0.0009
cepPiva	0.0	0.0017	0.0009
cepPiva	0.0001	0.0019	0.0008
cepPiva	0.0003	0.0016	0.0007
cepPiva	0.0	0.0013	0.0008
cepPiva	0.0	0.0016	0.0006
cepPiva	0.0	0.0011	0.0007
cepPiva	0.0	0.0012	0.0006
cepPiva	0.0	0.0009	0.0006
cepPiva	0.0	0.001	0.0006
cepPiva	0.0	0.0007	0.0005
cepPiva	0.0	0.0007	0.0005
cepPiva	0.0	0.0006	0.0005
cepPiva	0.0	0.0005	0.0005
cepPiva	0.0	0.0004	0.0005
cepPiva	0.0	0.0003	0.0005
cepPiva	0.0001	0.0003	0.0004
cepPiva	0.0001	0.0002	0.0004
cepPiva	0.0	0.0002	0.0004
cepPiva	0.0	0.0003	0.0004
cepPiva	0.0001	0.0001	0.0004
cepPiva	0.0	0.0	0.0004
cepPiva	0.0001	0.0	0.0004
cepPiva	0.0	0.0001	0.0003
cepPiva	0.0001	0.0003	0.0004
cepPiva	0.0003	0.0	0.0003
cepPiva	0.0	0.0002	0.0004
cepPiva	0.0	0.0	0.0003
cepPiva	0.0001	0.0001	0.0003
cepPiva	0.0002	0.0002	0.0003
cepPiva	0.0001	0.0	0.0002
cepPiva	0.0	0.0	0.0003
cepPiva	0.8122	0.6681	0.7707
cepPiva	0.7129	0.6074	0.6748
cepPiva	0.6283	0.5574	0.5928
cepPiva	0.5554	0.5129	0.5224
cepPiva	0.4923	0.4747	0.4615
cepPiva	0.4375	0.44	0.4087
cepPiva	0.3903	0.4104	0.3634
cepPiva	0.3491	0.3848	0.3237
cepPiva	0.3108	0.3578	0.2864
cepPiva	0.2792	0.3365	0.256
cepPiva	0.2511	0.3165	0.2289
cepPiva	0.2255	0.2972	0.2046
cepPiva	0.2038	0.2802	0.1839
cepPiva	0.1841	0.2636	0.1652
cepPiva	0.1673	0.2491	0.149
cepPiva	0.1593	0.2419	0.1415
cepPiva	0.1323	0.216	0.116
cepPiva	0.1107	0.1935	0.0959
cepPiva	0.0936	0.1733	0.0798
cepPiva	0.0795	0.1557	0.067
cepPiva	0.0679	0.14	0.0566
cepPiva	0.0583	0.1259	0.0481
cepPiva	0.0503	0.1135	0.0411
cepPiva	0.0436	0.1022	0.0352
cepPiva	0.038	0.0917	0.0304
cepPiva	0.033	0.0829	0.0264
cepPiva	0.029	0.0748	0.0229
cepPiva	0.0255	0.0674	0.02
cepPiva	0.0225	0.0608	0.0175
cepPiva	0.0198	0.055	0.0154
cepPiva	0.0176	0.0494	0.0135
cepPiva	0.0156	0.0447	0.0119
cepPiva	0.0138	0.0404	0.0105
cepPiva	0.0123	0.0363	0.0094
cepPiva	0.011	0.033	0.0083
cepPiva	0.0099	0.0297	0.0074
cepPiva	0.0087	0.0268	0.0067
cepPiva	0.0079	0.0244	0.0059
cepPiva	0.007	0.022	0.0053
cepPiva	0.0063	0.0197	0.0049
cepPiva	0.0058	0.0179	0.0043
cepPiva	0.0051	0.0162	0.0039
cepPiva	0.0047	0.0146	0.0035
cepPiva	0.0041	0.0134	0.0033
cepPiva	0.0039	0.0118	0.003
cepPiva	0.0035	0.0106	0.0027
cepPiva	0.0032	0.0099	0.0024
cepPiva	0.0029	0.0087	0.0022
cepPiva	0.0026	0.0079	0.0021
cepPiva	0.0024	0.0073	0.002
cepPiva	0.0022	0.0067	0.0018
cepPiva	0.0021	0.0059	0.0016
cepPiva	0.0019	0.0054	0.0015
cepPiva	0.0018	0.0047	0.0014
cepPiva	0.0016	0.0043	0.0013
cepPiva	0.0016	0.0039	0.0012
cepPiva	0.0014	0.0038	0.0011
cepPiva	0.0012	0.0033	0.0011
cepPiva	0.0012	0.003	0.001
cepPiva	0.0012	0.0029	0.0009
cepPiva	0.0011	0.0026	0.0009
cepPiva	0.0011	0.0023	0.0009
cepPiva	0.0009	0.0021	0.0008
cepPiva	0.0009	0.002	0.0007
cepPiva	0.0009	0.0019	0.0007
cepPiva	0.0008	0.0017	0.0007
cepPiva	0.0007	0.0016	0.0006
cepPiva	0.0008	0.0014	0.0006
cepPiva	0.0007	0.0012	0.0005
cepPiva	0.0007	0.0011	0.0005
cepPiva	0.0005	0.0012	0.0006
cepPiva	0.0006	0.001	0.0005
cepPiva	0.0005	0.0007	0.0005
cepPiva	0.0005	0.0007	0.0005
cepPiva	0.0005	0.0007	0.0005
cepPiva	0.0005	0.0008	0.0004
cepPiva	0.0005	0.0006	0.0004
cepPiva	0.0004	0.0005	0.0004
cepPiva	0.0005	0.0002	0.0004
cepPiva	0.0004	0.0004	0.0004
cepPiva	0.0004	0.0006	0.0003
cepPiva	0.0005	0.0003	0.0004
cepPiva	0.0004	0.0003	0.0004
cepPiva	0.0005	0.0002	0.0003
cepPiva	0.0004	0.0003	0.0003
cepPiva	0.0004	0.0003	0.0003
cepPiva	0.0004	0.0002	0.0003
cepPiva	0.0004	0.0002	0.0003
cepPiva	0.0003	0.0003	0.0003
cepPiva	0.0003	0.0001	0.0003
cepPiva	0.0003	0.0002	0.0004
cepPiva	0.0003	0.0002	0.0003
cepPiva	0.0003	0.0	0.0002
cepPiva	0.0002	0.0002	0.0003
cepPiva	0.2971	0.2894	0.3458
cepPiva	0.2587	0.2629	0.3027
cepPiva	0.2261	0.2408	0.2658
cepPiva	0.1977	0.2211	0.2339
cepPiva	0.1734	0.204	0.2064
cepPiva	0.1524	0.189	0.1824
cepPiva	0.1343	0.1759	0.1618
cepPiva	0.1185	0.1643	0.1436
cepPiva	0.1038	0.1523	0.1268
cepPiva	0.0919	0.1429	0.1131
cepPiva	0.0814	0.1337	0.1007
cepPiva	0.0719	0.1252	0.0897
cepPiva	0.0639	0.1176	0.0803
cepPiva	0.0567	0.1103	0.0718
cepPiva	0.0505	0.1038	0.0646
cepPiva	0.0477	0.1006	0.0611
cepPiva	0.038	0.0892	0.0495
cepPiva	0.0305	0.0794	0.0406
cepPiva	0.0245	0.0708	0.0334
cepPiva	0.0199	0.0631	0.0276
cepPiva	0.0161	0.0563	0.0229
cepPiva	0.0131	0.0502	0.0191
cepPiva	0.0107	0.0448	0.016
cepPiva	0.0088	0.0401	0.0134
cepPiva	0.0071	0.0357	0.0112
cepPiva	0.0058	0.032	0.0094
cepPiva	0.0047	0.0285	0.0079
cepPiva	0.0038	0.0254	0.0067
cepPiva	0.0031	0.0226	0.0056
cepPiva	0.0024	0.0201	0.0047
cepPiva	0.0019	0.0178	0.0039
cepPiva	0.0015	0.0159	0.0032
cepPiva	0.0011	0.0141	0.0026
cepPiva	0.0008	0.0124	0.0022
cepPiva	0.0005	0.0109	0.0017
cepPiva	0.0002	0.0097	0.0013
cepPiva	0.0001	0.0085	0.001
cepPiva	0.0	0.0075	0.0007
cepPiva	0.0	0.0066	0.0005
cepPiva	0.0	0.0058	0.0003
cepPiva	0.0	0.005	0.0001
cepPiva	0.0	0.0041	0.0
cepPiva	0.0	0.0035	0.0
cepPiva	0.0	0.003	0.0
cepPiva	0.0	0.0024	0.0
cepPiva	0.0	0.0018	0.0
cepPiva	0.0	0.0014	0.0
cepPiva	0.0	0.001	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0003	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.6655	0.5524	0.5477
cepPiva	0.5821	0.5024	0.4792
cepPiva	0.5112	0.4612	0.4205
cepPiva	0.4497	0.4244	0.3702
cepPiva	0.3972	0.3923	0.3266
cepPiva	0.3515	0.3635	0.2888
cepPiva	0.3122	0.3388	0.2563
cepPiva	0.2781	0.3169	0.228
cepPiva	0.2463	0.2945	0.2016
cepPiva	0.2201	0.2769	0.1801
cepPiva	0.1971	0.26	0.1609
cepPiva	0.1762	0.2438	0.1437
cepPiva	0.1585	0.2297	0.1287
cepPiva	0.1426	0.2155	0.1155
cepPiva	0.1289	0.2034	0.1042
cepPiva	0.1224	0.1972	0.0989
cepPiva	0.1005	0.1754	0.081
cepPiva	0.0833	0.1566	0.0668
cepPiva	0.0695	0.1399	0.0555
cepPiva	0.0584	0.125	0.0464
cepPiva	0.0494	0.1118	0.0391
cepPiva	0.0419	0.1	0.0331
cepPiva	0.0357	0.0897	0.0282
cepPiva	0.0307	0.0804	0.0242
cepPiva	0.0264	0.0722	0.0208
cepPiva	0.0228	0.0645	0.018
cepPiva	0.0197	0.0579	0.0156
cepPiva	0.0171	0.0517	0.0136
cepPiva	0.0149	0.0464	0.0119
cepPiva	0.013	0.0415	0.0104
cepPiva	0.0113	0.0371	0.0092
cepPiva	0.0099	0.0333	0.008
cepPiva	0.0086	0.0297	0.0071
cepPiva	0.0076	0.0264	0.0063
cepPiva	0.0066	0.0237	0.0056
cepPiva	0.0058	0.0211	0.005
cepPiva	0.0051	0.0187	0.0045
cepPiva	0.0044	0.0167	0.004
cepPiva	0.0038	0.0148	0.0036
cepPiva	0.0034	0.0132	0.0032
cepPiva	0.003	0.0118	0.0028
cepPiva	0.0027	0.0102	0.0026
cepPiva	0.0024	0.009	0.0023
cepPiva	0.002	0.008	0.0022
cepPiva	0.0017	0.0069	0.0019
cepPiva	0.0015	0.006	0.0018
cepPiva	0.0014	0.0053	0.0016
cepPiva	0.0012	0.0046	0.0014
cepPiva	0.001	0.0039	0.0014
cepPiva	0.0009	0.0034	0.0012
cepPiva	0.0009	0.0029	0.0012
cepPiva	0.0008	0.0023	0.0011
cepPiva	0.0006	0.0022	0.001
cepPiva	0.0005	0.0016	0.0009
cepPiva	0.0005	0.0013	0.0008
cepPiva	0.0003	0.001	0.0008
cepPiva	0.0003	0.0006	0.0008
cepPiva	0.0003	0.0007	0.0007
cepPiva	0.0003	0.0004	0.0006
cepPiva	0.0002	0.0001	0.0006
cepPiva	0.0002	0.0	0.0006
cepPiva	0.0002	0.0	0.0005
cepPiva	0.0002	0.0	0.0005
cepPiva	0.0	0.0	0.0004
cepPiva	0.0	0.0	0.0004
cepPiva	0.0001	0.0	0.0003
cepPiva	0.0	0.0	0.0004
cepPiva	0.0	0.0	0.0003
cepPiva	0.0	0.0	0.0003
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0004	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0001	0.0	0.0002
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0	0.0004	0.0001
cepPiva	0.0	0.0	0.0001
cepPiva	0.0	0.0	0.0002
cepPiva	0.0	0.0	0.0002
cepPiva	0.0001	0.0	0.0002
cepPiva	0.0001	0.0	0.0001
cepPiva	0.0001	0.0005	0.0001
cepPiva	0.0001	0.0	0.0002
cepPiva	0.0	0.0004	0.0001
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0	0.0005	0.0001
cepPiva	0.0	0.0004	0.0001
cepPiva	0.0001	0.0005	0.0001
cepPiva	0.0001	0.0	0.0001
cepPiva	0.891	0.7491	1.035
cepPiva	0.7775	0.6867	0.9074
cepPiva	0.6807	0.6351	0.7984
cepPiva	0.5969	0.5887	0.7045
cepPiva	0.5252	0.5482	0.6235
cepPiva	0.463	0.5118	0.553
cepPiva	0.41	0.4801	0.4919
cepPiva	0.3635	0.453	0.4387
cepPiva	0.3204	0.4238	0.389
cepPiva	0.2851	0.4009	0.3483
cepPiva	0.2543	0.3781	0.3121
cepPiva	0.2261	0.3564	0.2796
cepPiva	0.2028	0.3372	0.2516
cepPiva	0.181	0.3185	0.2265
cepPiva	0.1629	0.3015	0.2048
cepPiva	0.1545	0.2931	0.1945
cepPiva	0.1254	0.2628	0.1601
cepPiva	0.1032	0.236	0.133
cepPiva	0.0851	0.2124	0.1112
cepPiva	0.0708	0.1907	0.0935
cepPiva	0.0595	0.1714	0.079
cepPiva	0.0503	0.154	0.0673
cepPiva	0.0427	0.1386	0.0576
cepPiva	0.0365	0.1248	0.0495
cepPiva	0.0311	0.1121	0.0427
cepPiva	0.0268	0.1006	0.0368
cepPiva	0.0231	0.0906	0.032
cepPiva	0.0202	0.0811	0.0279
cepPiva	0.0173	0.0733	0.0243
cepPiva	0.0151	0.0656	0.0213
cepPiva	0.0132	0.0591	0.0186
cepPiva	0.0115	0.053	0.0163
cepPiva	0.0102	0.0475	0.0144
cepPiva	0.0088	0.0426	0.0126
cepPiva	0.008	0.0381	0.0111
cepPiva	0.007	0.0341	0.0098
cepPiva	0.0061	0.0305	0.0087
cepPiva	0.0054	0.0275	0.0076
cepPiva	0.0047	0.0244	0.0068
cepPiva	0.0043	0.0219	0.006
cepPiva	0.0037	0.0194	0.0053
cepPiva	0.0036	0.0172	0.0047
cepPiva	0.003	0.0155	0.0042
cepPiva	0.0028	0.0137	0.0037
cepPiva	0.0024	0.012	0.0034
cepPiva	0.0022	0.0106	0.0029
cepPiva	0.0021	0.0093	0.0027
cepPiva	0.0017	0.0083	0.0023
cepPiva	0.0018	0.0073	0.0021
cepPiva	0.0013	0.0066	0.0019
cepPiva	0.0014	0.0057	0.0017
cepPiva	0.0012	0.0048	0.0015
cepPiva	0.0011	0.0042	0.0013
cepPiva	0.0011	0.0037	0.0012
cepPiva	0.0008	0.0029	0.0011
cepPiva	0.0009	0.0026	0.0009
cepPiva	0.0008	0.0021	0.0009
cepPiva	0.0009	0.002	0.0008
cepPiva	0.0008	0.0016	0.0007
cepPiva	0.0005	0.0011	0.0006
cepPiva	0.0006	0.001	0.0006
cepPiva	0.0003	0.0008	0.0006
cepPiva	0.0006	0.0005	0.0005
cepPiva	0.0004	0.0003	0.0004
cepPiva	0.0004	0.0002	0.0004
cepPiva	0.0003	0.0	0.0003
cepPiva	0.0003	0.0	0.0003
cepPiva	0.0004	0.0	0.0002
cepPiva	0.0001	0.0	0.0003
cepPiva	0.0002	0.0	0.0002
cepPiva	0.0002	0.0	0.0002
cepPiva	0.0003	0.0	0.0001
cepPiva	0.0001	0.0	0.0002
cepPiva	0.0002	0.0	0.0001
cepPiva	0.0	0.0	0.0001
cepPiva	0.0	0.0	0.0001
cepPiva	0.0002	0.0	0.0
cepPiva	0.0001	0.0007	0.0001
cepPiva	0.0002	0.0	0.0
cepPiva	0.0001	0.0	0.0
cepPiva	0.0002	0.0	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0001	0.0	0.0
cepPiva	0.0001	0.0	0.0001
cepPiva	0.0	0.0	0.0
cepPiva	0.0001	0.0	0.0
cepPiva	0.0001	0.0	0.0
cepPiva	0.0002	0.0	0.0
cepPiva	0.0001	0.0005	0.0
cepPiva	0.0	0.0	0.0
cepPiva	0.0001	0.0	0.0
cepPiva	0.0	0.0003	0.0
cepPiva	0.0002	0.0006	0.0001
cepPiva	0.0	0.0	0.0
cepPiva	1.0375	0.8558	0.9152
cepPiva	0.9114	0.7782	0.7988
cepPiva	0.8036	0.7149	0.701
cepPiva	0.7109	0.6583	0.6157
cepPiva	0.6306	0.6101	0.5438
cepPiva	0.5608	0.5663	0.4806
cepPiva	0.5003	0.5291	0.4271
cepPiva	0.4476	0.4973	0.3807
cepPiva	0.3982	0.4633	0.3377
cepPiva	0.3579	0.436	0.3023
cepPiva	0.3219	0.4109	0.272
cepPiva	0.2893	0.3864	0.2436
cepPiva	0.2613	0.3649	0.2203
cepPiva	0.2361	0.3436	0.1986
cepPiva	0.2143	0.3251	0.1804
cepPiva	0.204	0.3161	0.1719
cepPiva	0.1692	0.2837	0.143
cepPiva	0.1415	0.2545	0.12
cepPiva	0.1194	0.2291	0.1013
cepPiva	0.1011	0.2063	0.0865
cepPiva	0.0864	0.1863	0.0745
cepPiva	0.0741	0.1682	0.0646
cepPiva	0.064	0.1522	0.0562
cepPiva	0.0555	0.1372	0.0493
cepPiva	0.0483	0.1243	0.0434
cepPiva	0.0423	0.1125	0.0385
cepPiva	0.0371	0.102	0.0341
cepPiva	0.0327	0.0924	0.0305
cepPiva	0.0289	0.0835	0.0272
cepPiva	0.0256	0.0759	0.0244
cepPiva	0.0228	0.0688	0.0219
cepPiva	0.0203	0.0626	0.0198
cepPiva	0.0181	0.0565	0.0182
cepPiva	0.0162	0.0516	0.0163
cepPiva	0.0145	0.0469	0.0149
cepPiva	0.0131	0.0426	0.0139
cepPiva	0.0117	0.0388	0.0126
cepPiva	0.0106	0.0352	0.0114
cepPiva	0.0096	0.0322	0.0104
cepPiva	0.0086	0.0293	0.0097
cepPiva	0.0079	0.0268	0.0091
cepPiva	0.0071	0.0244	0.0086
cepPiva	0.0066	0.0221	0.0079
cepPiva	0.006	0.0204	0.0073
cepPiva	0.0055	0.0187	0.0068
cepPiva	0.0051	0.017	0.0065
cepPiva	0.0047	0.0156	0.0062
cepPiva	0.0043	0.0144	0.0056
cepPiva	0.004	0.0129	0.0052
cepPiva	0.0037	0.012	0.0051
cepPiva	0.0034	0.011	0.005
cepPiva	0.0032	0.0102	0.0044
cepPiva	0.0029	0.0095	0.0043
cepPiva	0.0028	0.0086	0.0041
cepPiva	0.0026	0.0082	0.0039
