Ax      Bx     Ay      By     Az      Bz     label
0.0292 -0.0417 0.0339 -0.0451 0.0221 -0.0697 4
0.0402 -0.0452 0.0468 -0.0455 0.0313 -0.0708 4
0.0459 -0.0651 0.1284 -0.0473 0.1285 -0.0610 4
0.0350 -0.0477 0.0305 -0.0443 0.0170 -0.0712 4
0.0772 -0.0516 0.0674 -0.0552 0.0444 -0.0719 4
0.0391 -0.0439 0.0378 -0.0470 0.0240 -0.0704 4
0.0607 -0.0465 0.0491 -0.0421 0.0310 -0.0728 4
0.0182 -0.0668 0.0424 -0.0491 0.0280 -0.0579 4
0.0267 -0.0431 0.0271 -0.0457 0.0207 -0.0711 4
0.0356 -0.0440 0.0272 -0.0511 0.0493 -0.0428 4
0.0823 -0.0447 0.0495 -0.0528 0.0891 -0.0440 4
0.1017 -0.0464 0.0772 -0.0581 0.1176 -0.0487 4
0.0692 -0.0391 0.0308 -0.0439 0.0545 -0.0337 4
0.0351 -0.0300 0.0554 -0.0519 0.0746 -0.0442 4
0.1059 -0.0482 0.0627 -0.0583 0.1065 -0.0461 4
0.0131 -0.0239 0.0419 -0.0589 0.0543 -0.0458 4
0.0580 -0.0430 0.0404 -0.0533 0.0688 -0.0441 4
0.1014 -0.0459 0.0599 -0.0548 0.0903 -0.0440 4
0.0595 -0.0441 0.0457 -0.0553 0.0688 -0.0474 4
0.0373 -0.0346 0.0433 -0.0527 0.0611 -0.0450 4
0.0651 -0.0440 0.0581 -0.0588 0.0989 -0.0487 4
0.0439 -0.0409 0.0644 -0.0419 0.0855 -0.0436 4
0.0768 -0.0433 0.0527 -0.0542 0.0911 -0.0447 4
0.0570 -0.0687 0.0877 -0.0481 0.0776 -0.0459 4
0.0265 -0.0469 0.0626 -0.0437 0.0739 -0.0417 4
0.0602 -0.0630 0.0868 -0.0445 0.0760 -0.0408 4
0.0460 -0.0690 0.0887 -0.0437 0.1147 -0.0452 4
0.0243 -0.0627 0.0535 -0.0463 0.0422 -0.0378 4
0.0624 -0.0571 0.0747 -0.0448 0.0983 -0.0471 4
0.0441 -0.0652 0.0816 -0.0487 0.0630 -0.0465 4
0.0189 -0.0514 0.0333 -0.0347 0.0440 -0.0425 4
0.0183 -0.0504 0.0855 -0.0424 0.0856 -0.0446 4
0.0284 -0.0533 0.0587 -0.0434 0.0418 -0.0385 4
0.0542 -0.0579 0.1038 -0.0455 0.1105 -0.0441 4
0.0509 -0.0538 0.1023 -0.0483 0.0862 -0.0463 4
0.0761 -0.0646 0.0510 -0.0455 0.0621 -0.0462 4
0.0537 -0.0596 0.0613 -0.0440 0.0754 -0.0439 4
0.0322 -0.0388 0.0679 -0.0349 0.0977 -0.0397 4
0.0336 -0.0568 0.0457 -0.0585 0.0238 -0.0720 4
0.0335 -0.0577 0.0616 -0.0543 0.0385 -0.0725 4
0.0037 -0.0517 0.0156 -0.0670 0.0105 -0.0476 4
0.0231 -0.0729 0.0222 -0.0391 0.0561 -0.0560 4
0.1613 -0.0578 0.1043 -0.0709 0.2250 -0.0585 4
0.0177 -0.0743 0.0214 -0.0501 0.0426 -0.0616 4
0.0091 -0.0472 0.0112 -0.0535 0.0052 -0.0697 4
0.0976 -0.0533 0.0698 -0.0706 0.1226 -0.0570 4
0.0688 -0.0387 0.1290 -0.0719 0.2591 -0.0595 4
0.0080 -0.0653 0.0076 -0.1002 0.0356 -0.0553 4
0.0372 -0.0485 0.0281 -0.0585 0.0587 -0.0393 4
0.0239 -0.0434 0.0178 -0.0515 0.0461 -0.0494 4
0.0371 -0.0659 0.0591 -0.0495 0.0743 -0.0518 4
0.0216 -0.0508 0.0348 -0.0516 0.0207 -0.0401 4
0.0191 -0.0549 0.0258 -0.0516 0.0502 -0.0497 4
0.0467 -0.0536 0.0158 -0.0339 0.1198 -0.0489 4
0.0046 -0.0748 0.0029 -0.5238 0.0177 -0.0273 4
0.0513 -0.0500 0.0449 -0.0568 0.1432 -0.0512 4
0.0142 -0.0524 0.0342 -0.0525 0.0175 -0.0352 4
0.0634 -0.0507 0.0438 -0.0594 0.0716 -0.0464 4
0.0151 -0.0590 0.0498 -0.0653 0.0613 -0.0495 4
0.0164 -0.0459 0.0129 -0.0548 0.0306 -0.0474 4
0.0358 -0.0676 0.0380 -0.0463 0.0644 -0.0489 4
0.0372 -0.0484 0.0269 -0.0575 0.0491 -0.0491 4
0.0346 -0.0521 0.0562 -0.0461 0.0484 -0.0440 4
0.0522 -0.1189 0.1302 -0.0589 0.1382 -0.0440 4
0.0214 -0.0504 0.0372 -0.0496 0.1028 -0.0500 4
0.0383 -0.0461 0.0606 -0.0520 0.0150 -0.0460 4
0.0374 -0.0657 0.0730 -0.0605 0.1049 -0.0461 4
0.0385 -0.0500 0.0643 -0.0505 0.0454 -0.0471 4
0.0315 -0.0703 0.0458 -0.0595 0.0840 -0.0514 4
0.0170 -0.0712 0.0816 -0.0526 0.0940 -0.0490 4
0.0277 -0.0481 0.0286 -0.0637 0.0356 -0.0487 4
0.0377 -0.0499 0.0321 -0.0499 0.0268 -0.0630 4
0.0386 -0.0351 0.0067  0.0137 0.0666 -0.0548 4
0.0541 -0.0567 0.0366 -0.0479 0.0439 -0.0435 4
0.0447 -0.0623 0.0531 -0.0497 0.0479 -0.0507 4
0.0589 -0.0700 0.0962 -0.0605 0.1344 -0.0419 4
0.1313 -0.0488 0.1159 -0.0476 0.0697 -0.0495 5
0.1843 -0.0494 0.1675 -0.0488 0.0908 -0.0506 5
0.0810 -0.0494 0.1436 -0.0473 0.1402 -0.0471 5
0.0941 -0.0499 0.1715 -0.0479 0.1707 -0.0480 5
0.1725 -0.0490 0.1559 -0.0483 0.0903 -0.0504 5
0.2467 -0.0501 0.2343 -0.0498 0.1207 -0.0517 5
0.1504 -0.0480 0.1472 -0.0476 0.0791 -0.0489 5
0.1547 -0.0482 0.1457 -0.0481 0.0813 -0.0499 5
0.1389 -0.0483 0.0724 -0.0496 0.1220 -0.0480 5
0.1378 -0.0474 0.1459 -0.0465 0.0802 -0.0497 5
0.0804 -0.0497 0.1358 -0.0477 0.1548 -0.0490 5
0.1496 -0.0485 0.1298 -0.0473 0.0785 -0.0495 5
0.2408 -0.0509 0.2216 -0.0505 0.1174 -0.0520 5
0.1654 -0.0473 0.1561 -0.0472 0.0907 -0.0494 5
0.3587 -0.0518 0.3487 -0.0515 0.1713 -0.0529 5
0.2864 -0.0538 0.1610 -0.0568 0.2345 -0.0543 5
0.2934 -0.0534 0.1930 -0.0565 0.2534 -0.0546 5
0.2414 -0.0546 0.1680 -0.0561 0.2657 -0.0535 5
0.2704 -0.0537 0.2234 -0.0543 0.1530 -0.0552 5
0.2756 -0.0540 0.1693 -0.0555 0.2269 -0.0542 5
0.2973 -0.0537 0.1881 -0.0544 0.2469 -0.0544 5
0.2756 -0.0542 0.1576 -0.0548 0.2279 -0.0542 5
0.3066 -0.0535 0.1993 -0.0564 0.2627 -0.0543 5
0.2980 -0.0539 0.1703 -0.0568 0.2504 -0.0543 5
0.1883 -0.0593 0.2851 -0.0554 0.2642 -0.0544 5
0.1282 -0.0570 0.2267 -0.0544 0.2157 -0.0547 5
0.2541 -0.0597 0.3587 -0.0564 0.3106 -0.0549 5
0.2538 -0.0535 0.1744 -0.0595 0.2649 -0.0536 5
0.2133 -0.0537 0.1165 -0.0591 0.2295 -0.0546 5
0.1277 -0.0604 0.2420 -0.0554 0.2328 -0.0538 5
0.2625 -0.0534 0.1725 -0.0601 0.2482 -0.0537 5
0.1477 -0.0597 0.2637 -0.0545 0.2403 -0.0544 5
0.2561 -0.0543 0.2639 -0.0542 0.1697 -0.0596 5
0.0366 -0.0413 0.0456 -0.0439 0.0293 -0.0457 5
0.0735 -0.0450 0.0469 -0.0391 0.0458 -0.0470 5
0.0337 -0.0485 0.0464 -0.0455 0.0389 -0.0432 5
0.0693 -0.0444 0.0706 -0.0444 0.0527 -0.0491 5
0.0804 -0.0461 0.0536 -0.0496 0.0600 -0.0415 5
0.0773 -0.0452 0.0918 -0.0460 0.0566 -0.0484 5
0.0082 -0.0340 0.0114 -0.0388 0.0143 -0.0427 5
0.1527 -0.0498 0.1735 -0.0514 0.1087 -0.0532 5
0.1245 -0.0485 0.0796 -0.0512 0.1531 -0.0506 5
0.1276 -0.0503 0.1149 -0.0484 0.0811 -0.0530 5
0.0714 -0.0492 0.0820 -0.0502 0.0484 -0.0512 5
0.0861 -0.0476 0.0808 -0.0464 0.0581 -0.0506 5
0.1089 -0.0474 0.1064 -0.0477 0.0590 -0.0475 5
0.0373 -0.0467 0.0693 -0.0493 0.0601 -0.0448 5
0.0405 -0.0465 0.0648 -0.0447 0.0409 -0.0356 5
0.1488 -0.0534 0.0711 -0.0472 0.1043 -0.0521 5
0.1386 -0.0533 0.1020 -0.0579 0.1317 -0.0559 5
0.0556 -0.0516 0.0303 -0.0453 0.0684 -0.0496 5
0.1582 -0.0533 0.1093 -0.0557 0.2091 -0.0540 5
0.1605 -0.0533 0.0793 -0.0511 0.1322 -0.0535 5
0.1435 -0.0535 0.0925 -0.0542 0.1611 -0.0556 5
0.1213 -0.0542 0.0695 -0.0522 0.1041 -0.0538 5
0.1043 -0.0520 0.1602 -0.0548 0.1490 -0.0527 5
0.1171 -0.0535 0.0706 -0.0545 0.1112 -0.0539 5
0.1392 -0.0543 0.0894 -0.0522 0.1846 -0.0529 5
0.1436 -0.0537 0.0868 -0.0550 0.1295 -0.0523 5
0.0838 -0.0521 0.0439 -0.0519 0.0602 -0.0519 5
0.1516 -0.0550 0.1184 -0.0560 0.2617 -0.0539 5
0.1232 -0.0540 0.1034 -0.0567 0.1464 -0.0535 5
0.1162 -0.0524 0.0606 -0.0572 0.0957 -0.0543 5
0.1189 -0.0528 0.1744 -0.0550 0.1673 -0.0551 5
0.1572 -0.0531 0.0635 -0.0497 0.1397 -0.0530 5
0.0825 -0.0573 0.1692 -0.0543 0.1563 -0.0546 5
0.0259 -0.0396 0.0633 -0.0490 0.0775 -0.0524 5
0.1853 -0.0545 0.0989 -0.0550 0.1785 -0.0519 5
0.1030 -0.0540 0.1902 -0.0538 0.1835 -0.0543 5
0.0651 -0.0590 0.1121 -0.0527 0.1273 -0.0536 5
0.0786 -0.0527 0.1272 -0.0541 0.1160 -0.0531 5
0.1071 -0.0552 0.1440 -0.0536 0.1376 -0.0521 5
0.0555 -0.0496 0.1217 -0.0534 0.1323 -0.0534 5
0.1279 -0.0527 0.0943 -0.0590 0.1239 -0.0533 5
0.0366 -0.0496 0.1160 -0.0514 0.1317 -0.0523 5
0.0777 -0.0560 0.1385 -0.0535 0.1313 -0.0543 5
0.0884 -0.0575 0.1756 -0.0530 0.1684 -0.0544 5
0.1150 -0.0508 0.0755 -0.0601 0.1260 -0.0535 5
0.1236 -0.0615 0.1783 -0.0530 0.1740 -0.0546 5
0.0620 -0.0536 0.0680 -0.0486 0.0405 -0.0492 5
0.1514 -0.0569 0.2042 -0.0522 0.2602 -0.0560 5
0.1539 -0.0564 0.1325 -0.0518 0.0731 -0.0530 5
0.1491 -0.0564 0.2142 -0.0502 0.2204 -0.0531 5
0.0600 -0.0513 0.0379 -0.0557 0.0764 -0.0516 5
0.1124 -0.0540 0.1194 -0.0526 0.0673 -0.0537 5
0.0471 -0.0531 0.0315 -0.0544 0.0416 -0.0491 5
0.2392 -0.0571 0.2046 -0.0537 0.1456 -0.0577 5
0.1667 -0.0597 0.1333 -0.0556 0.0727 -0.0562 5
0.0465 -0.0532 0.0787 -0.0518 0.0699 -0.0479 5
0.0514 -0.0526 0.0680 -0.0568 0.0310 -0.0541 5
0.0418 -0.0533 0.0659 -0.0522 0.0483 -0.0494 5
0.0835 -0.0533 0.0691 -0.0523 0.0476 -0.0544 5
0.1248 -0.0562 0.2250 -0.0557 0.1796 -0.0549 5
0.2042 -0.0584 0.1357 -0.0522 0.0778 -0.0543 5
0.0810 -0.0563 0.1290 -0.0532 0.1038 -0.0482 5
0.1505 -0.0567 0.1297 -0.0612 0.1815 -0.0547 5
0.0595 -0.0558 0.1146 -0.0531 0.1243 -0.0514 5
0.0594 -0.0625 0.0679 -0.0507 0.0835 -0.0527 5
0.1360 -0.0511 0.1136 -0.0519 0.0962 -0.0593 5
0.0937 -0.0580 0.1032 -0.0515 0.1626 -0.0553 5
0.0793 -0.0580 0.1115 -0.0531 0.1284 -0.0526 5
0.0990 -0.0568 0.0802 -0.0610 0.1417 -0.0538 5
0.0150 -0.0559 0.0146 -0.0474 0.0267 -0.0452 5
0.0688 -0.0515 0.0669 -0.0581 0.0721 -0.0522 5
0.1042 -0.0563 0.1193 -0.0637 0.1231 -0.0568 5
0.0582 -0.0578 0.0415 -0.0421 0.1063 -0.0491 5
0.0351 -0.0503 0.0279 -0.0451 0.0277 -0.0592 5
0.0459 -0.0436 0.0442 -0.0589 0.0639 -0.0483 5
0.0864 -0.0525 0.0804 -0.0594 0.1011 -0.0512 5
0.1333 -0.0626 0.1429 -0.0549 0.1194 -0.0557 5
0.1466 -0.0612 0.1723 -0.0550 0.1830 -0.0545 5
0.1213 -0.0540 0.1686 -0.0546 0.1506 -0.0560 5
0.1029 -0.0567 0.1738 -0.0558 0.1586 -0.0558 5
0.0814 -0.0523 0.0771 -0.0502 0.0471 -0.0506 5
0.0723 -0.0571 0.1206 -0.0545 0.1248 -0.0549 5
0.1006 -0.0567 0.0839 -0.0545 0.0753 -0.0545 5
0.1167 -0.0596 0.1688 -0.0552 0.2057 -0.0537 5
0.0738 -0.0509 0.1646 -0.0548 0.1456 -0.0550 5
0.0374 -0.0505 0.0695 -0.0482 0.0891 -0.0534 5
0.0824 -0.0651 0.1224 -0.0536 0.2287 -0.0499 5
0.0754 -0.0532 0.0683 -0.0530 0.0446 -0.0578 5
0.1876 -0.0547 0.1964 -0.0578 0.1462 -0.0607 5
0.1084 -0.0586 0.1596 -0.0521 0.2019 -0.0535 5
0.0677 -0.0578 0.1771 -0.0542 0.1569 -0.0547 5
0.0466 -0.0593 0.0398 -0.0575 0.0285 -0.0494 6
0.0236 -0.0493 0.0268 -0.0551 0.0306 -0.0551 6
0.0684 -0.0599 0.0594 -0.0594 0.0407 -0.0517 6
0.0133 -0.0550 0.0091 -0.0400 0.0139 -0.0458 6
0.0270 -0.0491 0.0448 -0.0582 0.0401 -0.0565 6
0.0495 -0.0520 0.0902 -0.0601 0.0929 -0.0569 6
0.0262 -0.0500 0.0423 -0.0584 0.0363 -0.0568 6
0.0159 -0.0505 0.0105 -0.0448 0.0127 -0.0534 6
0.0174 -0.0514 0.0134 -0.0469 0.0138 -0.0542 6
0.0353 -0.0573 0.0290 -0.0519 0.0387 -0.0577 6
0.0255 -0.0556 0.0174 -0.0453 0.0220 -0.0527 6
0.0303 -0.0556 0.0331 -0.0557 0.0218 -0.0482 6
0.0169 -0.0457 0.0210 -0.0546 0.0253 -0.0561 6
0.0411 -0.0580 0.0306 -0.0514 0.0463 -0.0584 6
0.0161 -0.0488 0.0201 -0.0525 0.0161 -0.0480 6
0.0235 -0.0544 0.0151 -0.0515 0.0106 -0.0450 6
0.0420 -0.0573 0.0320 -0.0553 0.0469 -0.0564 6
0.0475 -0.0572 0.0420 -0.0581 0.0545 -0.0604 6
0.0341 -0.0554 0.0316 -0.0550 0.0455 -0.0585 6
0.0574 -0.0565 0.0489 -0.0578 0.0572 -0.0588 6
0.0302 -0.0545 0.0283 -0.0547 0.0430 -0.0571 6
0.0247 -0.0561 0.0153 -0.0529 0.0272 -0.0593 6
0.0176 -0.0519 0.0198 -0.0569 0.0295 -0.0569 6
0.0295 -0.0564 0.0214 -0.0513 0.0316 -0.0550 6
0.0248 -0.0563 0.0182 -0.0498 0.0285 -0.0553 6
0.0383 -0.0567 0.0188 -0.0495 0.0430 -0.0594 6
0.0401 -0.0567 0.0249 -0.0511 0.0513 -0.0611 6
0.0302 -0.0560 0.0221 -0.0535 0.0338 -0.0592 6
0.0512 -0.0603 0.0439 -0.0580 0.0484 -0.0584 6
0.0350 -0.0566 0.0472 -0.0561 0.0400 -0.0562 6
0.0448 -0.0561 0.0307 -0.0539 0.0424 -0.0568 6
0.0277 -0.0511 0.0403 -0.0559 0.0485 -0.0580 6
0.0510 -0.0555 0.0733 -0.0595 0.0582 -0.0571 6
0.0315 -0.0523 0.0456 -0.0570 0.0504 -0.0573 6
0.0134 -0.0450 0.0214 -0.0545 0.0247 -0.0521 6
0.0669 -0.0591 0.0535 -0.0564 0.0475 -0.0549 6
0.0413 -0.0532 0.0681 -0.0591 0.0565 -0.0570 6
0.0512 -0.0565 0.0683 -0.0589 0.0602 -0.0570 6
0.0293 -0.0541 0.0220 -0.0518 0.0270 -0.0553 6
0.0390 -0.0563 0.0327 -0.0530 0.0431 -0.0572 6
0.0390 -0.0549 0.0501 -0.0574 0.0554 -0.0590 6
0.0145 -0.0465 0.0289 -0.0542 0.0235 -0.0546 6
0.0324 -0.0533 0.0406 -0.0568 0.0476 -0.0570 6
0.0493 -0.0573 0.0380 -0.0541 0.0554 -0.0586 6
0.0357 -0.0562 0.0224 -0.0515 0.0342 -0.0578 6
0.0409 -0.0600 0.0305 -0.0544 0.0398 -0.0560 6
0.0536 -0.0608 0.0389 -0.0569 0.0456 -0.0574 6
0.0369 -0.0568 0.0255 -0.0533 0.0444 -0.0590 6
0.0230 -0.0504 0.0311 -0.0560 0.0260 -0.0529 6
0.0805 -0.0615 0.0682 -0.0579 0.0722 -0.0576 6
0.0342 -0.0567 0.0364 -0.0572 0.0425 -0.0558 6
0.0317 -0.0581 0.0244 -0.0544 0.0344 -0.0565 6
0.0404 -0.0566 0.0275 -0.0509 0.0474 -0.0588 6
0.0412 -0.0551 0.0488 -0.0598 0.0510 -0.0566 6
0.0242 -0.0528 0.0097 -0.0351 0.0308 -0.0580 6
0.0236 -0.0552 0.0147 -0.0502 0.0225 -0.0560 6
0.0427 -0.0555 0.0415 -0.0581 0.0521 -0.0577 6
0.0275 -0.0569 0.0383 -0.0553 0.0448 -0.0594 6
0.0187 -0.0582 0.0115 -0.0502 0.0207 -0.0562 6
0.0180 -0.0508 0.0300 -0.0560 0.0256 -0.0578 6
0.0759 -0.0612 0.0701 -0.0586 0.0432 -0.0523 6
0.0337 -0.0562 0.0229 -0.0489 0.0316 -0.0545 6
0.0416 -0.0583 0.0320 -0.0574 0.0272 -0.0518 6
0.0443 -0.0577 0.0378 -0.0572 0.0270 -0.0491 6
0.0259 -0.0505 0.0396 -0.0584 0.0386 -0.0556 6
0.0290 -0.0517 0.0385 -0.0577 0.0457 -0.0590 6
0.0615 -0.0519 0.0893 -0.0572 0.1127 -0.0602 6
0.0235 -0.0547 0.0210 -0.0492 0.0292 -0.0550 6
0.0190 -0.0546 0.0144 -0.0462 0.0202 -0.0537 6
0.0214 -0.0533 0.0136 -0.0461 0.0164 -0.0539 6
0.0231 -0.0511 0.0299 -0.0572 0.0276 -0.0562 6
0.0961 -0.0604 0.0782 -0.0587 0.0486 -0.0521 6
0.0457 -0.0573 0.0474 -0.0579 0.0302 -0.0500 6
0.0245 -0.0553 0.0241 -0.0557 0.0166 -0.0453 6
0.0252 -0.0541 0.0198 -0.0477 0.0296 -0.0554 6
0.0268 -0.0506 0.0175 -0.0544 0.0457 -0.0668 6
0.0371 -0.0647 0.0437 -0.0636 0.0256 -0.0506 6
0.0014 -0.0233 0.0059 -0.0370 0.0182 -0.0636 6
0.0548 -0.0678 0.0404 -0.0601 0.0298 -0.0576 6
0.0751 -0.0658 0.0344 -0.0687 0.0478 -0.0589 6
0.0318 -0.0613 0.0104 -0.0941 0.0433 -0.0627 6
0.0276 -0.0713 0.0135 -0.0829 0.0388 -0.0612 6
0.0226 -0.0563 0.0093 -0.0556 0.0255 -0.0595 6
0.0133 -0.0516 0.0110 -0.0576 0.0258 -0.0670 6
0.0239 -0.0598 0.0100 -0.0572 0.0205 -0.0573 6
0.0160 -0.0767 0.0117 -0.0831 0.0321 -0.0600 6
0.0047 -0.0698 0.0348 -0.0591 0.0167 -0.0843 6
0.0384 -0.0628 0.0258 -0.0570 0.0366 -0.0581 6
0.0303 -0.0570 0.0415 -0.0579 0.0461 -0.0603 6
0.0144 -0.0563 0.0063 -0.0439 0.0182 -0.0591 6
0.0128 -0.0517 0.0126 -0.0497 0.0223 -0.0595 6
0.0264 -0.0582 0.0187 -0.0556 0.0240 -0.0593 6
0.0237 -0.0582 0.0195 -0.0559 0.0316 -0.0593 6
0.0560 -0.0630 0.0530 -0.0589 0.0404 -0.0538 6
0.0208 -0.0568 0.0105 -0.0470 0.0316 -0.0612 6
0.0530 -0.0586 0.0827 -0.0650 0.0441 -0.0611 6
0.0680 -0.0645 0.0485 -0.0571 0.0561 -0.0606 6
0.0193 -0.0534 0.0256 -0.0580 0.0299 -0.0594 6
0.0169 -0.0552 0.0166 -0.0586 0.0220 -0.0597 6
0.0064 -0.0485 0.0036 -0.0412 0.0018 -0.0196 6
0.0557 -0.0601 0.0932 -0.0612 0.1197 -0.0628 6
0.0146 -0.0587 0.0032 -0.0391 0.0102 -0.0559 6
0.0634 -0.0654 0.0486 -0.0649 0.0315 -0.0600 6
0.0088 -0.0448 0.0213 -0.0579 0.0174 -0.0559 6
0.0406 -0.0618 0.0475 -0.0614 0.0436 -0.0619 6
0.0174 -0.0539 0.0415 -0.0630 0.0369 -0.0623 6
0.0317 -0.0607 0.0500 -0.0624 0.0522 -0.0630 6
0.0433 -0.0625 0.0547 -0.0648 0.0376 -0.0624 6
0.0065 -0.0408 0.0139 -0.0560 0.0190 -0.0582 6
0.0238 -0.0591 0.0201 -0.0570 0.0127 -0.0533 6
0.0182 -0.0530 0.0313 -0.0592 0.0232 -0.0591 6
0.0497 -0.0629 0.0774 -0.0653 0.0636 -0.0655 6
0.0544 -0.0665 0.0617 -0.0662 0.0218 -0.0576 6
0.0256 -0.0595 0.0353 -0.0629 0.0397 -0.0634 6
0.0272 -0.0610 0.0118 -0.0476 0.0253 -0.0586 6
0.0783 -0.0673 0.0560 -0.0642 0.0398 -0.0641 6
0.0135 -0.0604 0.0038 -0.0343 0.0067 -0.0466 6
0.0385 -0.0642 0.0282 -0.0624 0.0196 -0.0576 6
0.0537 -0.0650 0.0367 -0.0611 0.0409 -0.0627 6
0.0110 -0.0513 0.0178 -0.0598 0.0116 -0.0579 6
0.0324 -0.0644 0.0374 -0.0637 0.0193 -0.0568 6
0.0827 -0.0677 0.0370 -0.0592 0.0214 -0.0527 6
0.0362 -0.0579 0.1127 -0.0731 0.0837 -0.0729 6
0.0210 -0.0564 0.0272 -0.0569 0.0128 -0.0445 6
0.0413 -0.0659 0.0237 -0.0630 0.0211 -0.0597 6
0.0277 -0.0607 0.0050 -0.0251 0.0176 -0.0536 6
0.0109 -0.0437 0.0528 -0.0656 0.0253 -0.0577 6
0.0324 -0.0626 0.0204 -0.0568 0.0348 -0.0635 6
0.0279 -0.0580 0.0212 -0.0596 0.0416 -0.0633 6
0.0081 -0.0498 0.0239 -0.0611 0.0160 -0.0566 6
0.0429 -0.0633 0.0628 -0.0617 0.0336 -0.0610 6
0.0589 -0.0694 0.0277 -0.0612 0.0199 -0.0587 6
0.0173 -0.0554 0.0309 -0.0642 0.0384 -0.0676 6
0.0316 -0.0663 0.0377 -0.0679 0.0288 -0.0661 6
0.0463 -0.0662 0.0959 -0.0697 0.0620 -0.0671 6
0.0478 -0.0675 0.0614 -0.0660 0.0649 -0.0679 6
0.0364 -0.0656 0.0686 -0.0699 0.0488 -0.0679 6
0.0145 -0.0587 0.0327 -0.0673 0.0223 -0.0622 6
0.0734 -0.0681 0.0941 -0.0692 0.0560 -0.0670 6
0.0426 -0.0660 0.0359 -0.0661 0.0276 -0.0651 6
0.0849 -0.0696 0.1213 -0.0684 0.0662 -0.0660 6
0.1326 -0.0703 0.0895 -0.0684 0.0698 -0.0670 6
0.2155 -0.0620 0.1802 -0.0613 0.1212 -0.0614 6
0.0443 -0.0692 0.0365 -0.0671 0.0274 -0.0649 6
0.0538 -0.0674 0.0551 -0.0684 0.0392 -0.0661 6
0.0573 -0.0681 0.0336 -0.0652 0.0283 -0.0637 6
0.0576 -0.0658 0.0642 -0.0672 0.0434 -0.0649 6
0.0591 -0.0691 0.0375 -0.0668 0.0329 -0.0657 6
0.0852 -0.0694 0.0543 -0.0679 0.0372 -0.0650 6
0.0361 -0.0656 0.0567 -0.0676 0.0289 -0.0642 6
0.0655 -0.0656 0.1050 -0.0683 0.0749 -0.0641 6
0.0570 -0.0656 0.0614 -0.0663 0.1392 -0.0692 6
0.0933 -0.0675 0.0498 -0.0626 0.0346 -0.0595 6
0.0298 -0.0619 0.0846 -0.0681 0.0405 -0.0640 6
0.0561 -0.0669 0.0461 -0.0650 0.0360 -0.0639 6
0.0629 -0.0651 0.0875 -0.0674 0.1198 -0.0688 6
0.1656 -0.0693 0.0914 -0.0667 0.0787 -0.0652 6
0.0539 -0.0686 0.0328 -0.0643 0.0219 -0.0614 6
0.0340 -0.0628 0.0321 -0.0618 0.0498 -0.0659 6
